TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-7.01,1.5304,5,0.40,0.28,27.90,-2.10,0.31,759,759,0
