Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime
A_Baseline,6e8bed66,1704063120.0,1704132420.0,SELL,42139.100494,42990.478880380775,15.4,7.0,-202.04000000000016,-209.04000000000016,-30.377764,36.14,TREND
A_Baseline,6636ec63,1704132960.0,1704155040.0,BUY,43113.631002,44829.208606831584,14.3,7.0,397.9199999999995,390.9199999999995,11.420997,63.36,TREND
A_Baseline,36eed14e,1704156060.0,1704282900.0,BUY,44690.026218,43787.46644850128,21.8,7.0,-201.95999999999722,-208.95999999999722,6.326051,33.57,TREND
A_Baseline,d1478892,1704283200.0,1704283680.0,SELL,43546.289,41812.798327488,47.2,7.0,398.0799999999988,391.0799999999988,-50.089215,67.34,TREND
A_Baseline,66fe3311,1704283860.0,1704284640.0,SELL,41683.6616,42525.8382989664,151.3,7.0,-202.0400000000007,-209.0400000000007,-112.64078,75.97,TREND
A_Baseline,5dd06d3e,1704284820.0,1704297240.0,SELL,42029.752368,42878.92148484307,105.1,7.0,-202.03999999999948,-209.03999999999948,-31.459957,41.02,TREND
A_Baseline,aa35ad8c,1704297420.0,1704308160.0,BUY,42899.678219999994,42033.276318668875,24.5,7.0,-201.95999999999978,-208.95999999999978,31.43538,22.78,TREND
A_Baseline,34035cbb,1704308340.0,1704336420.0,SELL,42247.268856,43100.83267596662,36.7,7.0,-202.03999999999928,-209.03999999999928,-29.145796,43.16,TREND
A_Baseline,aa556317,1704352860.0,1704381300.0,SELL,42973.733534000006,43841.97484632094,14.3,7.0,-202.03999999999937,-209.03999999999937,-11.090075,42.08,TREND
A_Baseline,82b440e5,1704381480.0,1704402001.0,BUY,43907.009646,44160.46614,23.6,7.0,57.72574721974684,50.72574721974684,15.255864,48.63,TREND
B1_Sens_Slip0,e7fae7a7,1704154500.0,1704282900.0,BUY,44543.413896,43648.180363518186,24.5,11.0,-200.98000000000098,-211.98000000000098,17.181883,54.28,TREND
B1_Sens_Slip0,fec0a371,1704283200.0,1704283680.0,SELL,43550.6445,41812.799581872,47.2,11.0,399.04000000000025,388.04000000000025,-50.089215,67.34,TREND
B1_Sens_Slip0,4d25b49a,1704283860.0,1704286380.0,SELL,41687.8308,42525.8395747416,151.3,11.0,-201.01999999999913,-212.01999999999913,-112.64078,75.97,TREND
B1_Sens_Slip0,83d594d6,1704286800.0,1704395940.0,BUY,42640.253599,44341.429156585706,32.2,11.0,398.9599999999996,387.9599999999996,9.541499,19.35,CHOP
B1_Sens_Slip0,73994e10,1704400680.0,1704402001.0,BUY,44494.449,44164.88307,25.2,11.0,-74.06899903401367,-85.06899903401367,38.51739,36.35,TREND
B2_Sens_Spr0,fc4bb435,1704154500.0,1704282900.0,BUY,44547.867792,43648.17905407277,24.5,12.0,-201.9599999999996,-213.9599999999996,17.181883,54.28,TREND
