Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime
B2_Sens_Spr0,83539888,1704283200.0,1704283680.0,SELL,43546.289,41812.798327488,47.2,12.0,398.0799999999988,386.0799999999988,-50.089215,67.34,TREND
B2_Sens_Spr0,381e3b5a,1704283860.0,1704284640.0,SELL,41683.6616,42525.8382989664,151.3,12.0,-202.0400000000007,-214.0400000000007,-112.64078,75.97,TREND
B2_Sens_Spr0,5efabce8,1704284820.0,1704297240.0,SELL,42029.752368,42878.92148484307,105.1,12.0,-202.03999999999948,-214.03999999999948,-31.459957,41.02,TREND
B2_Sens_Spr0,e4178c75,1704297900.0,1704308160.0,BUY,43329.18410399999,42454.1079018356,46.3,12.0,-201.96000000000132,-213.96000000000132,36.978059,35.84,TREND
B2_Sens_Spr0,b50d7aae,1704308340.0,1704336420.0,SELL,42247.268856,43100.83267596662,36.7,12.0,-202.03999999999928,-214.03999999999928,-29.145796,43.16,TREND
B2_Sens_Spr0,565dfdc8,1704382200.0,1704402001.0,BUY,44272.862802,44160.46614,28.8,12.0,-25.387258669644694,-37.387258669644694,37.314895,44.18,TREND
B_HeavyRealism,1a2cc652,1704282900.0,1704283680.0,SELL,43571.10528,41870.089329868795,43.3,20.0,390.40000000000185,370.40000000000185,-68.935388,62.63,TREND
B_HeavyRealism,3f02c632,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,151.3,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND
B_HeavyRealism,eae8dd1b,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,105.1,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND
B_HeavyRealism,753c402f,1704297900.0,1704308160.0,BUY,43363.84051999999,42454.06714589039,46.3,20.0,-209.80000000000044,-229.80000000000044,36.978059,35.84,TREND
C_RiskCapped,9e27478b,1704282900.0,1704283680.0,SELL,43571.10528,41870.089329868795,43.3,20.0,390.40000000000185,370.40000000000185,-68.935388,62.63,TREND
C_RiskCapped,d86fd6a8,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,151.3,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND
C_RiskCapped,5691d798,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,105.1,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND
C_RiskCapped,0f90161d,1704297900.0,1704308160.0,BUY,43363.84051999999,42454.06714589039,46.3,20.0,-209.80000000000044,-229.80000000000044,36.978059,35.84,TREND
D_Strict,40c155fa,1704282900.0,1704283680.0,SELL,43571.10528,41870.089329868795,43.3,20.0,390.40000000000185,370.40000000000185,-68.935388,62.63,TREND
D_Strict,f1fc0270,1704285540.0,1704297360.0,SELL,42147.94986,43033.8997660572,62.3,20.0,-210.1999999999995,-230.1999999999995,-8.273964,32.45,TREND
E_EdgeFiltered,d84a0b4d,1704154620.0,1704282900.0,BUY,44659.274659999995,43722.3230776332,26.9,20.0,-209.79999999999936,-229.79999999999936,21.502158,55.77,TREND
E_EdgeFiltered,8130f184,1704284700.0,1704297660.0,SELL,42291.67599,43180.6470193098,106.9,20.0,-210.19999999999902,-230.19999999999902,-4.368238,43.84,TREND
E_EdgeFiltered,4732d95f,1704300420.0,1704380460.0,SELL,42921.00603,43823.2055767506,30.3,20.0,-210.20000000000135,-230.20000000000135,-10.176503,30.95,TREND
E_EdgeFiltered,260b0747,1704382260.0,1704402001.0,BUY,44274.23,44125.1307,29.3,20.0,-33.67631690037335,-53.67631690037335,30.368555,45.7,TREND
F_HomeRun_Pctl,c3adca7e,1704154620.0,1704282900.0,BUY,44659.274659999995,43722.3230776332,26.9,20.0,-209.79999999999936,-229.79999999999936,21.502158,55.77,TREND
F_HomeRun_Pctl,089c9eb4,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,105.1,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND
F_HomeRun_Pctl,f54d618b,1704308160.0,1704336420.0,SELL,42236.29143,43124.09827585859,29.7,20.0,-210.19999999999797,-230.19999999999797,-36.015232,35.01,TREND
F_HomeRun_Pctl,6600e81f,1704382200.0,1704402001.0,BUY,44308.274009999994,44125.1307,28.8,20.0,-41.333884944075756,-61.333884944075756,37.314895,44.18,TREND
G_HomeRun_Strict_Pctl,09a390f3,1704154680.0,1704282900.0,BUY,44721.216539999994,43782.965416990795,28.0,20.0,-209.7999999999997,-229.7999999999997,25.345707,57.02,TREND
G_HomeRun_Strict_Pctl,2df4c546,1704382200.0,1704402001.0,BUY,44308.274009999994,44125.1307,28.8,20.0,-41.333884944075756,-61.333884944075756,37.314895,44.18,TREND
H_HomeRun_p90,463a9730,1704282900.0,1704283680.0,SELL,43571.10528,41870.089329868795,43.3,20.0,390.40000000000185,370.40000000000185,-68.935388,62.63,TREND
H_HomeRun_p90,8afb3d52,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,151.3,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND
