Timestamp,Symbol,Key,Details,Meta
1704633180.0,BTCUSDT,SizingDebug,Qty:0.001017,884.67|0.9000|0.001017|0.002035|0.001017|44233.61|43348.93|46002.95|3.0|30.00
1704682560.0,BTCUSDT,SizingDebug,Qty:0.000502,867.24|0.4352|0.000502|0.002007|0.000502|43362.20|44229.44|41627.71|3.0|29.01
1704695160.0,BTCUSDT,SizingDebug,Qty:0.000243,882.28|0.2140|0.000243|0.001940|0.000243|44114.04|43231.76|45878.60|3.0|28.53
1704737280.0,BTCUSDT,SizingDebug,Qty:0.000237,917.22|0.2170|0.000237|0.001893|0.000237|45860.80|44943.58|47695.23|3.0|28.94
1704835740.0,BTCUSDT,SizingDebug,Qty:0.001440,917.29|1.3207|0.001440|0.001920|0.001440|45864.73|46782.02|44030.14|3.0|29.35
