TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
1.16,0.7525,8,0.25,1.64,1011.62,11.62,3.30,666,666,0
