Timestamp,Symbol,Key,Details,Meta
1704063120.0,BTCUSDT,SizingDebug,Qty:0.005935,842.53|5.0000|0.005935|0.023738|0.005935|42126.46|42968.99|40441.40|1.0|1000.00
1704132600.0,BTCUSDT,SizingDebug,Qty:0.017328,860.88|14.9174|0.017328|0.046208|0.017328|43043.92|42183.04|44765.68|2.0|994.50
1704155460.0,BTCUSDT,SizingDebug,Qty:0.005725,893.22|5.1140|0.005725|0.022902|0.005725|44661.06|43767.84|46447.50|1.0|1022.81
1704283920.0,BTCUSDT,SizingDebug,Qty:0.003061,830.73|2.5430|0.003061|0.024489|0.003061|41536.66|42367.39|39875.19|1.0|1017.19
1704284340.0,BTCUSDT,SizingDebug,Qty:0.001508,840.74|1.2680|0.001508|0.024131|0.001508|42036.97|42877.71|40355.49|1.0|1014.39
1704297900.0,BTCUSDT,SizingDebug,Qty:0.001461,866.84|1.2662|0.001461|0.023372|0.001461|43342.18|42475.34|45075.87|1.0|1012.99
1704308340.0,BTCUSDT,SizingDebug,Qty:0.001497,844.69|1.2645|0.001497|0.023952|0.001497|42234.59|43079.28|40545.21|1.0|1011.60
1704336600.0,BTCUSDT,SizingDebug,Qty:0.001466,861.31|1.2628|0.001466|0.023457|0.001466|43065.51|42204.20|44788.13|1.0|1010.21
