Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime,Score,SafetyFactor
D_Strict,7a38e30d,1704283020.0,1704283680.0,SELL,43710.246,42003.79799615999,,20.0,390.40000000000157,370.40000000000157,-43.638556,65.14,TREND,,
D_Strict,24ac5b70,1704285540.0,1704297360.0,SELL,42147.94986,43033.8997660572,,20.0,-210.1999999999995,-230.1999999999995,-8.273964,32.45,TREND,,
