TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-0.26,0.0693,4,0.25,0.69,9974.23,-21.39,8.76,952,860,92
