TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-4.40,1.5226,6,0.17,0.56,47.80,-2.20,0.60,306,306,0
