Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime
V2_CapExp80,67d0ed39,1704154620.0,1704282900.0,BUY,44659.274659999995,43722.3230776332,26.9,20.0,-209.79999999999936,-229.79999999999936,21.502158,55.77,TREND
V2_CapExp80,3a9fc401,1704283200.0,1704283680.0,SELL,43511.445,41812.758187199994,47.2,20.0,390.4000000000014,370.4000000000014,-50.089215,67.34,TREND
V2_CapExp80,b081ea5b,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,151.3,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND
V2_CapExp80,43197c23,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,105.1,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND
V2_CapExp80,f52d8f5f,1704297900.0,1704308160.0,BUY,43363.84051999999,42454.06714589039,46.3,20.0,-209.80000000000044,-229.80000000000044,36.978059,35.84,TREND
V2_CapExp80,49303042,1704308340.0,1704336360.0,SELL,42213.46428,43100.7912991656,36.7,20.0,-210.1999999999994,-230.1999999999994,-29.145796,43.16,TREND
V2_CapExp80,0811ed16,1704382200.0,1704402001.0,BUY,44308.274009999994,44125.1307,28.8,20.0,-41.333884944075756,-61.333884944075756,37.314895,44.18,TREND
V3_VolTrap,9b810f0b,1704154620.0,1704282900.0,BUY,44659.274659999995,43722.3230776332,26.9,20.0,-209.79999999999936,-229.79999999999936,21.502158,55.77,TREND
V3_VolTrap,4037a420,1704283200.0,1704283680.0,SELL,43511.445,41812.758187199994,47.2,20.0,390.4000000000014,370.4000000000014,-50.089215,67.34,TREND
V3_VolTrap,72148714,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,151.3,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND
V3_VolTrap,eb7b522a,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,105.1,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND
V3_VolTrap,a9885165,1704297900.0,1704308160.0,BUY,43363.84051999999,42454.06714589039,46.3,20.0,-209.80000000000044,-229.80000000000044,36.978059,35.84,TREND
V3_VolTrap,1ccba02b,1704308340.0,1704336360.0,SELL,42213.46428,43100.7912991656,36.7,20.0,-210.1999999999994,-230.1999999999994,-29.145796,43.16,TREND
V3_VolTrap,45a6f7d1,1704382200.0,1704402001.0,BUY,44308.274009999994,44125.1307,28.8,20.0,-41.333884944075756,-61.333884944075756,37.314895,44.18,TREND
V4_Combo,a336d11c,1704154620.0,1704282900.0,BUY,44659.274659999995,43722.3230776332,26.9,20.0,-209.79999999999936,-229.79999999999936,21.502158,55.77,TREND
V4_Combo,33256dba,1704283200.0,1704283680.0,SELL,43511.445,41812.758187199994,47.2,20.0,390.4000000000014,370.4000000000014,-50.089215,67.34,TREND
V4_Combo,c6810b8c,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,151.3,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND
V4_Combo,5d5462ec,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,105.1,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND
V4_Combo,c7487d92,1704297900.0,1704308160.0,BUY,43363.84051999999,42454.06714589039,46.3,20.0,-209.80000000000044,-229.80000000000044,36.978059,35.84,TREND
V4_Combo,93904d5c,1704308340.0,1704336360.0,SELL,42213.46428,43100.7912991656,36.7,20.0,-210.1999999999994,-230.1999999999994,-29.145796,43.16,TREND
V4_Combo,e417bacc,1704382200.0,1704402001.0,BUY,44308.274009999994,44125.1307,28.8,20.0,-41.333884944075756,-61.333884944075756,37.314895,44.18,TREND
