Timestamp,Symbol,Side,Price,Qty,Comm,PnL,Event,PositionId,MarkPrice,FillPrice
1704152160.0,BTCUSDT,BUY,44009.990238,0.0056805200000000005,0.09999985189870551,0.0,OPEN,f6b60fa7,44001.19,44009.990238
1704183600.0,BTCUSDT,SELL_TP,45761.23576955049,0.0056805200000000005,0.10397904600545879,9.844006220877745,CLOSE,f6b60fa7,45770.38984752,45761.23576955049
1704207060.0,BTCUSDT,SELL,45292.03978,0.00557351,0.10097425465369113,0.0,OPEN,80696658,45301.1,45292.03978
1704283260.0,BTCUSDT,BUY_TP,43489.054260437755,0.00557351,0.09695467152443699,9.952003151610926,CLOSE,80696658,43480.3581888,43489.054260437755
1704283440.0,BTCUSDT,SELL,42956.377006,0.00890084,0.15293913548403404,0.0,OPEN,92909f47,42964.97,42956.377006
1704283740.0,BTCUSDT,BUY_TP,41246.36955014515,0.00890084,0.1468509343786856,15.073651828992409,CLOSE,92909f47,41238.12192576,41246.36955014515
1704283920.0,BTCUSDT,SELL,41549.128512,0.00933698,0.15517735277358952,0.0,OPEN,60caeee7,41557.44,41549.128512
1704284160.0,BTCUSDT,BUY_SL,42388.58710445645,0.00933698,0.15831255600902713,-7.996320644603007,CLOSE,60caeee7,42380.11108224,42388.58710445645
1704284340.0,BTCUSDT,SELL,42049.5884,0.0061021,0.10263631735025602,0.0,OPEN,06c72304,42058.0,42049.5884
1704297240.0,BTCUSDT,BUY_SL,42899.1582840336,0.0061021,0.10470998150600058,-5.288870370867414,CLOSE,06c72304,42890.580168,42899.1582840336
1704297900.0,BTCUSDT,BUY,43329.18410399999,0.00294539,0.05104853822723222,0.0,OPEN,5ed4e040,43320.52,43329.18410399999
1704308160.0,BTCUSDT,SELL_SL,42454.1079018356,0.00294539,0.05001756194919503,-2.6274582570421665,CLOSE,5ed4e040,42462.60042191999,42454.1079018356
1704308460.0,BTCUSDT,SELL,42285.19127,0.0030101900000000003,0.05091458396361653,0.0,OPEN,10ccd0b5,42293.65,42285.19127
1704337020.0,BTCUSDT,BUY_SL,43139.52127441908,0.0030101900000000003,0.051943262218017434,-2.6236388982202774,CLOSE,10ccd0b5,43130.8950954,43139.52127441908
1704380160.0,BTCUSDT,BUY,43630.42434,0.00290972,0.05078092732423392,0.0,OPEN,ad0deb4d,43621.7,43630.42434
1704402001.0,BTCUSDT,SELL_EOS,44160.466140000004,0.00290972,0.05139783661475233,1.4908753896812663,CLOSE,ad0deb4d,44169.3,44160.466140000004
