TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-0.72,0.1271,3,0.00,0.00,9928.26,-68.62,6.25,732,725,7
