TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-0.29,0.0029,1,0.00,0.00,9971.20,-27.55,2.53,905,838,67
