Timestamp,Symbol,Side,Price,Qty,Comm,PnL,Event,PositionId,MarkPrice,FillPrice
1704063120.0,BTCUSDT,SELL,42139.100494,0.02966366,0.49999997990393924,0.0,OPEN,6e8bed66,42147.53,42139.100494
1704132420.0,BTCUSDT,BUY_SL,42990.478880380775,0.02966366,0.5101019794979185,-25.765100964445907,CLOSE,6e8bed66,42981.88250388,42990.478880380775
1704132960.0,BTCUSDT,BUY,43113.631002,0.05783399,0.9973733216933434,0.0,OPEN,6636ec63,43105.01,43113.631002
1704155040.0,BTCUSDT,SELL_TP,44829.208606831584,0.05783399,1.0370608009101647,98.1816372411435,CLOSE,6636ec63,44838.17624208,44829.208606831584
1704156060.0,BTCUSDT,BUY,44690.026218,0.02816881,0.5035459429719442,0.0,OPEN,36eed14e,44681.09,44690.026218
1704282900.0,BTCUSDT,SELL_SL,43787.466448501276,0.02816881,0.4933763291076829,-25.917410989761,CLOSE,36eed14e,43796.22569364,43787.466448501276
1704283200.0,BTCUSDT,SELL,43546.289000000004,0.014416400000000001,0.2511122882958401,0.0,OPEN,d1478892,43555.0,43546.289000000004
1704283680.0,BTCUSDT,BUY_TP,41812.798327488,0.014416400000000001,0.24111601032335928,24.749578920878665,CLOSE,d1478892,41804.43744,41812.798327488
1704283860.0,BTCUSDT,SELL,41683.6616,0.03019467,0.5034497625614689,0.0,OPEN,66fe3311,41692.0,41683.6616
1704284640.0,BTCUSDT,BUY_SL,42525.8382989664,0.03019467,0.5136214615642607,-25.942868968544136,CLOSE,66fe3311,42517.334832,42525.8382989664
1704284820.0,BTCUSDT,SELL,42029.752368,0.02986738,0.5021274341123824,0.0,OPEN,5dd06d3e,42038.16,42029.752368
1704297240.0,BTCUSDT,BUY_SL,42878.92148484307,0.02986738,0.512272416791189,-25.874729113807554,CLOSE,5dd06d3e,42870.347415360004,42878.92148484307
1704297420.0,BTCUSDT,BUY,42899.678219999994,0.00729621,0.12520202449021847,0.0,OPEN,aa35ad8c,42891.1,42899.678219999994
1704308160.0,BTCUSDT,SELL_SL,42033.276318668875,0.00729621,0.12267344440361401,-6.444123660914738,CLOSE,aa35ad8c,42041.684655599995,42033.276318668875
1704308340.0,BTCUSDT,SELL,42247.268856,0.00740403,0.12512001841115586,0.0,OPEN,34035cbb,42255.72,42247.268856
1704336420.0,BTCUSDT,BUY_SL,43100.83267596662,0.00740403,0.12764794326313486,-6.447460073210595,CLOSE,34035cbb,43092.21423312,43100.83267596662
1704352860.0,BTCUSDT,SELL,42973.733534000006,0.0072740800000000005,0.12503775024999952,0.0,OPEN,aa556317,42982.33,42973.733534000006
1704381300.0,BTCUSDT,BUY_SL,43841.97484632094,0.0072740800000000005,0.1275640129560505,-6.443220778083507,CLOSE,aa556317,43833.208204680006,43841.97484632094
1704381480.0,BTCUSDT,BUY,43907.009646,0.01422959,0.24991149815545005,0.0,OPEN,82b440e5,43898.23,43907.009646
1704402001.0,BTCUSDT,SELL_EOS,44160.466140000004,0.01422959,0.2513541309524331,3.355227861505105,CLOSE,82b440e5,44169.3,44160.466140000004
