Scenario,Balance,Profile,Mode,FinalEquity,ReturnPct,MaxDD,Trades,WinRate,RunDir
$30_DEGEN_adaptive,30,DEGEN,adaptive,29.897495505000002,-0.34168164999999195,0.34168164999999345,1,0.0,runs/20260129_214935
$30_BALANCED_adaptive,30,BALANCED,adaptive,29.9282468535,-0.23917715500000325,0.2391771550000025,1,0.0,runs/20260129_214935
$1000_BALANCED_adaptive,1000,BALANCED,adaptive,997.5091407715,-0.24908592285000086,0.24908592284999714,1,0.0,runs/20260129_214935
$1000_DEFENSIVE_adaptive,1000,DEFENSIVE,adaptive,998.7596956105001,-0.12403043894998467,0.12403043894998972,1,0.0,runs/20260129_214936
$1000_BALANCED_conservative,1000,BALANCED,conservative,997.5091407715,-0.24908592285000086,0.24908592284999714,1,0.0,runs/20260129_214936
