TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-0.50,0.1270,6,0.17,0.52,9950.08,-44.30,11.20,738,728,10
