timestamp,dt,score,threshold,conviction,regime,slope_net,adx,rationale,direction,expected_move_bps,atr_bps,slip_bps,spread_bps,fee_bps,safety_factor
1704154620.0,2024-01-02 03:17:00,11.814209517008162,6.0,82.94263581004101,TREND,21.502157922979677,55.765581486024615,Regime: TREND (Orion 2x). Score: 0.83. Bullish Consensus.,BUY,26.881146524315696,17.9207643495438,5.0,5.0,10.0,2.0
1704284700.0,2024-01-03 15:25:00,7.633598150155699,6.0,63.06758069128501,TREND,-4.368237670874805,43.84054841477101,Regime: TREND (Orion 2x). Score: -0.63. Bearish Consensus.,SELL,106.94889866028075,71.2992657735205,5.0,5.0,10.0,2.0
1704300420.0,2024-01-03 19:47:00,6.37354080647774,6.0,41.58721659063576,TREND,-10.17650331814366,30.95232995438146,Regime: TREND (Orion 2x). Score: -0.42. Bearish Consensus.,SELL,30.251866871689224,23.74915290333083,5.0,5.0,10.0,2.0
1704382260.0,2024-01-04 18:31:00,11.432013937753592,6.0,42.837310092034706,TREND,30.368555138542433,45.70238605522082,Regime: TREND (Orion 2x). Score: 0.43. Bullish Consensus.,BUY,29.28295999711783,19.521973331411886,5.0,5.0,10.0,2.0
