TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
0.20,0.0028,2,0.50,1.84,10019.65,22.15,4.99,1176,1014,162
