Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime,Score,SafetyFactor
F_HomeRun_Pctl,a7e87661,1704063120.0,1704132180.0,SELL,42105.38247,42990.437609519395,,20.0,-210.1999999999995,-230.1999999999995,-30.377764,36.14,TREND,,
F_HomeRun_Pctl,b9372d46,1704138660.0,1704157680.0,BUY,43549.53603,45246.22595372879,,20.0,389.599999999997,369.599999999997,11.594348,45.58,TREND,,
F_HomeRun_Pctl,414e598e,1704163380.0,1704281040.0,BUY,45328.403119999995,44377.4132225424,,20.0,-209.7999999999998,-229.7999999999998,14.318204,43.69,TREND,,
F_HomeRun_Pctl,feb6ce4b,1704282840.0,1704283260.0,SELL,44031.924,42312.91768703999,,20.0,390.40000000000214,370.40000000000214,-27.604841,60.85,TREND,,
F_HomeRun_Pctl,ceea770d,1704283440.0,1704283740.0,SELL,42922.00503,41246.3299536288,,20.0,390.3999999999993,370.3999999999993,-71.803742,71.78,TREND,,
F_HomeRun_Pctl,1ac16719,1704283920.0,1704284160.0,SELL,41515.882560000005,42388.5464114112,,20.0,-210.19999999999783,-230.19999999999783,-114.828225,75.04,TREND,,
F_HomeRun_Pctl,e62929f2,1704297900.0,1704308160.0,BUY,43363.84051999999,42454.06714589039,,20.0,-209.80000000000044,-229.80000000000044,36.978059,35.84,TREND,,
F_HomeRun_Pctl,31b89288,1704337080.0,1704402001.0,BUY,43215.37219999999,44125.1307,,20.0,210.51733531060762,190.51733531060762,13.407462,44.67,TREND,,
