TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
0.46,0.0015,1,1.00,999.00,10046.35,47.60,2.45,1176,1014,162
