Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime,Score,SafetyFactor
C_RiskCapped,0de9a72a,1704283020.0,1704283680.0,SELL,43710.246,42003.79799615999,,20.0,390.40000000000157,370.40000000000157,-43.638556,65.14,TREND,,
C_RiskCapped,9c225f06,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND,,
C_RiskCapped,12fd11bb,1704284820.0,1704297240.0,SELL,41996.12184000001,42878.8803210768,,20.0,-210.19999999999877,-230.19999999999877,-31.459957,41.02,TREND,,
