Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime,Score,SafetyFactor
H_HomeRun_p90,bc2c2680,1704282900.0,1704283680.0,SELL,43571.10528,41870.089329868795,,20.0,390.40000000000185,370.40000000000185,-68.935388,62.63,TREND,,
H_HomeRun_p90,7c7e2fb3,1704283860.0,1704284640.0,SELL,41650.308,42525.79747415999,,20.0,-210.1999999999983,-230.1999999999983,-112.64078,75.97,TREND,,
