TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-0.02,0.3788,2,0.50,1.01,999.79,0.04,0.50,127,127,0
