TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-4.40,1.5226,6,0.17,0.56,28.68,-1.32,0.36,306,306,0
