Scenario,PositionId,EntryTs,ExitTs,Direction,EntryPrice,ExitPrice,ExpMove,Cost,Realized,Net,Slope,ADX,Regime,Score,SafetyFactor
E_EdgeFiltered,5ca720b3,1704154620.0,1704282900.0,BUY,44659.274659999995,43722.3230776332,26.9,20.0,-209.79999999999936,-229.79999999999936,21.502158,55.77,TREND,11.81,1.3
E_EdgeFiltered,a0ff2745,1704284700.0,1704297660.0,SELL,42291.67599,43180.6470193098,106.9,20.0,-210.19999999999902,-230.19999999999902,-4.368238,43.84,TREND,7.63,1.3
E_EdgeFiltered,9deaab4f,1704300420.0,1704380460.0,SELL,42921.00603,43823.2055767506,30.3,20.0,-210.20000000000135,-230.20000000000135,-10.176503,30.95,TREND,6.37,1.3
E_EdgeFiltered,c7e7cf1b,1704382260.0,1704402001.0,BUY,44274.23,44125.1307,29.3,20.0,-33.67631690037335,-53.67631690037335,30.368555,45.7,TREND,11.43,1.3
