TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-0.11,0.1300,3,0.33,0.86,9988.67,-7.58,7.47,969,864,105
