TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
0.55,0.2021,45,0.42,1.18,10055.14,95.72,81.16,12818,9434,3384
