TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-4.87,1.5226,8,0.25,0.54,28.54,-1.46,0.40,391,391,0
