Timestamp,Symbol,Side,Price,Qty,Comm,PnL,Event,PositionId
1704097080.0,BTCUSDT,SELL,21049.47,0.00213782,0.0449999779554,0.0,OPEN,8be23f17
1704098100.0,BTCUSDT,BUY_TP,20207.4912,0.00213782,0.043199978837184,1.7117991614234176,CLOSE,8be23f17
1704098400.0,BTCUSDT,SELL,19950.02,0.00238434,0.047567630686800005,0.0,OPEN,962edf8d
1704099360.0,BTCUSDT,BUY_TP,19152.0192,0.00238434,0.045664925459327994,1.8094726713258757,CLOSE,962edf8d
1704099660.0,BTCUSDT,SELL,18900.545000000002,0.00399051,0.07542281382795,0.0,OPEN,f98798a1
1704100560.0,BTCUSDT,BUY_TP,18144.5232,0.00399051,0.072405901274832,2.8690838380152273,CLOSE,f98798a1
1704100860.0,BTCUSDT,SELL,17901.045000000002,0.00457393,0.08187812675685001,0.0,OPEN,3a3824b8
1704101700.0,BTCUSDT,BUY_TP,17185.003200000003,0.00457393,0.07860300168657602,3.11464394183057,CLOSE,3a3824b8
1704102000.0,BTCUSDT,SELL,16951.52,0.0052435500000000005,0.08888614269600001,0.0,OPEN,110f3115
1704102840.0,BTCUSDT,BUY_TP,16273.4592,0.0052435500000000005,0.08533069698816,3.3812288681558464,CLOSE,110f3115
1704103140.0,BTCUSDT,SELL,16001.995,0.00603012,0.09649395008940001,0.0,OPEN,c37eb864
1704103920.0,BTCUSDT,BUY_TP,15361.9152,0.00603012,0.092634192085824,3.670629861400784,CLOSE,c37eb864
1704104220.0,BTCUSDT,SELL,15102.445000000002,0.00693615,0.10475282388675003,0.0,OPEN,8d30fb86
1704104940.0,BTCUSDT,BUY_TP,14498.3472,0.00693615,0.10056271093128001,3.98479742065198,CLOSE,8d30fb86
1704105240.0,BTCUSDT,SELL,14252.87,0.00797865,0.11371866122550002,0.0,OPEN,72924763
1704105900.0,BTCUSDT,BUY_TP,13682.7552,0.00797865,0.10916991477648,4.32585787301803,CLOSE,72924763
1704106200.0,BTCUSDT,SELL,13453.27,0.00917634,0.12345177963180001,0.0,OPEN,7ac18e6b
1704106860.0,BTCUSDT,BUY_TP,12915.1392,0.00917634,0.118513708446528,4.696105697193679,CLOSE,7ac18e6b
1704107160.0,BTCUSDT,SELL,12653.67,0.01059124,0.1340180558508,0.0,OPEN,557b1eb5
1704107760.0,BTCUSDT,BUY_TP,12147.5232,0.01059124,0.128657333616768,5.098046844564437,CLOSE,557b1eb5
1704108060.0,BTCUSDT,SELL,11904.045,0.01222179,0.14548873814055,0.0,OPEN,78f824d0
1704108660.0,BTCUSDT,BUY_TP,11427.8832,0.01222179,0.139669188614928,5.53439159886652,CLOSE,78f824d0
1704108960.0,BTCUSDT,SELL,11154.42,0.01415951,0.1579411215342,0.0,OPEN,ca989ec1
1704109500.0,BTCUSDT,BUY_TP,10708.243199999999,0.01415951,0.151623476672832,6.008080263160984,CLOSE,ca989ec1
1704109800.0,BTCUSDT,SELL,10454.77,0.0164001,0.17145927347700002,0.0,OPEN,d25e90d0
1704110280.0,BTCUSDT,BUY_TP,10036.5792,0.0164001,0.16460090253792,6.522310763065086,CLOSE,d25e90d0
1704110580.0,BTCUSDT,SELL,9805.095000000001,0.01898344,0.18613443262680002,0.0,OPEN,34127d58
1704111060.0,BTCUSDT,BUY_TP,9412.8912,0.01898344,0.17868905532172802,7.080553817123493,CLOSE,34127d58
1704111360.0,BTCUSDT,SELL,9155.42,0.02207061,0.2020657042062,0.0,OPEN,c9e78c80
1704111780.0,BTCUSDT,BUY_TP,8789.2032,0.02207061,0.193983076037952,7.686579388003851,CLOSE,c9e78c80
1704112080.0,BTCUSDT,SELL,8555.720000000001,0.02563905,0.21936053286600005,0.0,OPEN,b7082ba0
1704112500.0,BTCUSDT,BUY_TP,8213.4912,0.02563905,0.21058611155136,8.34447467022266,CLOSE,b7082ba0
1704112800.0,BTCUSDT,SELL,7956.02,0.01496575,0.119067806315,0.0,OPEN,73de9fdb
1704113160.0,BTCUSDT,BUY_TP,7637.7792,0.01496575,0.1143050940624,4.529339352222607,CLOSE,73de9fdb
1704113460.0,BTCUSDT,SELL,7406.295,0.01676456,0.12416327690520002,0.0,OPEN,6030c1d7
1704113820.0,BTCUSDT,BUY_TP,7110.0432,0.01676456,0.119196745828992,4.723171053473808,CLOSE,6030c1d7
1704114120.0,BTCUSDT,SELL,6856.570000000001,0.01888362,0.1294768623834,0.0,OPEN,3aca4b44
1704114420.0,BTCUSDT,BUY_TP,6582.3072,0.01888362,0.124297787888064,4.925299845064544,CLOSE,3aca4b44
1704114720.0,BTCUSDT,SELL,6356.820000000001,0.02123984,0.13501783970880002,0.0,OPEN,72081d60
1704115020.0,BTCUSDT,BUY_TP,6102.5472,0.02123984,0.129617126120448,5.136078622522766,CLOSE,72081d60
1704115320.0,BTCUSDT,SELL,5857.070000000001,0.024038630000000002,0.14079593861410003,0.0,OPEN,16b4c6f5
1704115620.0,BTCUSDT,BUY_TP,5622.787200000001,0.024038630000000002,0.13516410106953602,5.355877504880363,CLOSE,16b4c6f5
1704115920.0,BTCUSDT,SELL,5357.320000000001,0.02740573,0.14682126544360002,0.0,OPEN,677320c6
1704116160.0,BTCUSDT,BUY_TP,5143.0272,0.02740573,0.14094841482585602,5.585080937474549,CLOSE,677320c6
1704116460.0,BTCUSDT,SELL,4907.545,0.03119778,0.15310450925010002,0.0,OPEN,e1bdf92c
1704116700.0,BTCUSDT,BUY_TP,4711.2432,0.03119778,0.14698032888009602,5.824095531873811,CLOSE,e1bdf92c
1704117000.0,BTCUSDT,SELL,4457.77,0.03581535,0.15965659276950003,0.0,OPEN,e80c2b58
1704117240.0,BTCUSDT,BUY_TP,4279.4592,0.03581535,0.15327032905872004,6.073336788951788,CLOSE,e80c2b58
1704117540.0,BTCUSDT,SELL,4007.9950000000003,0.04153925,0.16648910630375002,0.0,OPEN,6d457c23
1704117720.0,BTCUSDT,BUY_TP,3847.6752,0.04153925,0.15982954205160002,6.3332456037946585,CLOSE,6d457c23
1704118020.0,BTCUSDT,SELL,3608.195,0.04811658,0.1736140033731,0.0,OPEN,8c790af3
1704118200.0,BTCUSDT,BUY_TP,3463.8672,0.04811658,0.166669443238176,6.6042766883127255,CLOSE,8c790af3
1704118500.0,BTCUSDT,SELL,3208.395,0.05642816,0.1810438264032,0.0,OPEN,d0c55e2e
1704118620.0,BTCUSDT,BUY_TP,3080.0591999999997,0.05642816,0.17380207334707198,6.886907156377744,CLOSE,d0c55e2e
1704118920.0,BTCUSDT,SELL,2858.57,0.06604407,0.18879159717990002,0.0,OPEN,71b6c6a1
1704119040.0,BTCUSDT,BUY_TP,2744.2272000000003,0.06604407,0.181239933292704,7.181632356723388,CLOSE,71b6c6a1
1704119340.0,BTCUSDT,SELL,2508.7450000000003,0.07847387,0.19687092899315,0.0,OPEN,7fe024b3
1704119460.0,BTCUSDT,BUY_TP,2408.3952000000004,0.07847387,0.18899609183342403,7.488970138899424,CLOSE,7fe024b3
1704119760.0,BTCUSDT,SELL,2158.92,0.095092,0.20529602064,0.0,OPEN,f72efce1
1704119880.0,BTCUSDT,BUY_TP,2072.5632,0.095092,0.1970841798144,7.809460625145602,CLOSE,f72efce1
1704120180.0,BTCUSDT,SELL,1809.095,0.11833634,0.21408168101230002,0.0,OPEN,7bbd58fa
1704120240.0,BTCUSDT,BUY_TP,1736.7312,0.11833634,0.205518413771808,8.143667145707903,CLOSE,7bbd58fa
1704120540.0,BTCUSDT,SELL,1509.2450000000001,0.1479172,0.22324329451400002,0.0,OPEN,d9867056
1704120600.0,BTCUSDT,BUY_TP,1448.8752,0.1479172,0.21431356273344,8.492174923312584,CLOSE,d9867056
1704120900.0,BTCUSDT,SELL,1209.395,0.19249046,0.2327969998717,0.0,OPEN,d45b84ba
1704120960.0,BTCUSDT,BUY_TP,1161.0192,0.19249046,0.223485119876832,8.855597875119473,CLOSE,d45b84ba
