TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
-1.29,0.1387,12,0.33,0.51,9871.49,-114.85,27.33,4918,4871,47
