TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
0.17,0.0030,2,0.50,1.72,10017.41,19.92,4.99,1176,1014,162
