TotalReturn,MaxDrawdown,TotalTrades,WinRate,ProfitFactor,FinalEquity,TotalPnL,TotalFees,TotalSignals,TrendSignals,ChopSignals
0.06,0.0086,5,0.40,1.15,10005.94,12.22,12.54,1107,969,138
